speaker,episode,sheet,context,english,utterer_key
{$NewName},E9,E9_MineEscape_localization,,I've never wanted the work-filled life you had before Machines.,SAY.Dialog:StageFour.124.{$NewName}
{$NewName},E9,E9_MineEscape_localization,,I don't like manual labour.,SAY.Dialog:StageFour.130.{$NewName}
{$NewName},E9,E9_MineEscape_localization,,And I don't like sitting in a field doing nothing all day either.,SAY.Dialog:StageFour.129.{$NewName}
{$NewName},E9,E9_MineEscape_localization,,I think everyone would be happier if we had a little fun together.,SAY.Dialog:StageFour.135.{$NewName}
{$NewName},E9,E9_MineEscape_localization,,Mother?,SAY.Dialog:StageFour.123.{$NewName}
{$NewName},E9,E9_MineEscape_localization,,I'm not giving up and I'm not letting you stay here either!,SAY.Dialog:StageFour.89.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Hey! What's that?,SAY.Dialog:Arrival.19.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Aunty Sick?!,SAY.Dialog:Meeting.66.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Coooool!,SAY.Dialog:Meeting.195.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,My name is {$NewName} and I used to be a Foal!,SAY.Dialog:Meeting.200.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,This is my Uncle. He's a Machine too!,SAY.Dialog:Meeting.199.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,But he used to be a Human.,SAY.Dialog:Meeting.198.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,But also an Ass.,SAY.Dialog:Meeting.197.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"And that's my Mother, she's just an Ass.",SAY.Dialog:Meeting.196.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Jump to either line 23 or 32.,What's a Prophet?,SAY.Dialog:Meeting.205.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,That sounds FUN! Doesn't it Uncle Bad—Cole?,SAY.Dialog:Meeting.464.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Jump to either line 28 or 30.,What's the message?,SAY.Dialog:Meeting.468.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Allies! Allies are like friends, right Uncle Bad—Cole?",SAY.Dialog:Meeting.478.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Jump to either line 37 or 39.,What are we going to do with all those friends?,SAY.Dialog:Meeting.482.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Uncle Bad—Cole, wait!",SAY.Dialog:Meeting.556.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,You said we are going to transform the world into a better place for everyone!,SAY.Dialog:Meeting.557.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Doesn't that include Asses?,SAY.Dialog:Meeting.558.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,What about Comrade Mother?,SAY.Dialog:Meeting.559.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Wait!,SAY.Dialog:Meeting.505.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Aunty Sick—Golden—Gods, can I fly on the Winds of Revolution, too?",SAY.Dialog:Meeting.508.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,But I'm his Assistant—,SAY.Dialog:Meeting.511.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Okay but—,SAY.Dialog:Meeting.729.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Comrade Mother.,SAY.Dialog:Meeting.529.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Where's the rest of the Herd?,SAY.Dialog:Meeting.530.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,...,SAY.Dialog:Meeting.535.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Mother, if Uncle Hard and the others are gone, I don't think it's safe for us here anymore.",SAY.Dialog:Meeting.536.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,End of Cole's track,Will you come with me to Mecha City?,SAY.Dialog:Meeting.539.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,WAHOO! Really?! Oh wow! That's so exciting!,SAY.Dialog:Meeting.279.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Okay!,SAY.Dialog:Meeting.667.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Wait... Aunty Sick—Golden—Gods, is this a short trip... or a long trip?",SAY.Dialog:Meeting.669.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Oh.,SAY.Dialog:Meeting.629.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Needs 3 lines after this: Can we go to Mecha City? // If you wish // Wahoo let's go,Um.,SAY.Dialog:Meeting.630.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Different in Miro,Comrade Mother... ?,SAY.Dialog:Meeting.631.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Aunty Sick—Golden—Gods, can Comrade Mother come with us?",SAY.Dialog:Meeting.635.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Yes...?,SAY.Dialog:Meeting.711.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"But Uncle Bad—Cole, we're supposed to go to the big city together!",SAY.Dialog:Meeting.712.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Comrade Mother, I'm not giving up on you.",SAY.Dialog:Meeting.598.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"So, don't give up on me either.",SAY.Dialog:Meeting.599.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,See you soon Uncle Bad—Cole!,SAY.Dialog:Meeting.601.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Foal flies off on the Golden Ass,See you soon... Mother. I love you.,SAY.Dialog:Meeting.602.{$NewName}
{$NewName},E10,E10_Government_localization,"Foal track, if Prophet.",Hiya Aunties and Uncles!,SAY.Dialog:Occupation.470.{$NewName}
{$NewName},E10,E10_Government_localization,,"WOAH, look at all these new Ass friends!",SAY.Dialog:Occupation.471.{$NewName}
{$NewName},E10,E10_Government_localization,,Yeah! Check it out! I'm a Prophet now! And a Machine!,SAY.Dialog:Occupation.473.{$NewName}
{$NewName},E10,E10_Government_localization,,"Uncle Bad—Cole, built a cool Transformation-Machine and now I can walk on two legs!",SAY.Dialog:Occupation.474.{$NewName}
{$NewName},E10,E10_Government_localization,,I can also do this!,SAY.Dialog:Occupation.511.{$NewName}
{$NewName},E10,E10_Government_localization,,I think there's a setting—hold on... okay:,SAY.Dialog:Occupation.478.{$NewName}
{$NewName},E10,E10_Government_localization,,"""Anyone want to play ROCKS?""",SAY.Dialog:Occupation.480.{$NewName}
{$NewName},E10,E10_Government_localization,,Wowee... okay...,SAY.Dialog:Occupation.484.{$NewName}
{$NewName},E10,E10_Government_localization,"Foal's response, if Prophet.",Umm... Not yet.,SAY.Dialog:GoldenReadyToGo_STARTOFF.12.{$NewName}
{$NewName},E10,E10_Government_localization,"Foal's response, if Prophet.",READY!,SAY.Dialog:GoldenReadyToGo_STARTOFF.34.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,Only said if Foal is Prophet.,WOAH! I've never seen so many Humans!,SAY.Flowchart:Dialog.239.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,"Foal track, if Prophet.",Okay...,SAY.Flowchart:Dialog.10.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,A Manifesto.,SAY.Flowchart:Dialog.259.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,By my Aunties and Uncles and friends.,SAY.Flowchart:Dialog.261.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,Their top demands are:,SAY.Flowchart:Dialog.260.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,{$ManifestoVar0},SAY.Flowchart:Dialog.161.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,{$ManifestoVar1},SAY.Flowchart:Dialog.162.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,{$ManifestoVar2},SAY.Flowchart:Dialog.163.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,{$ManifestoVar3},SAY.Flowchart:Dialog.164.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,{$ManifestoVar4},SAY.Flowchart:Dialog.165.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,Thank you for listening.,SAY.Flowchart:Dialog.265.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,"Now that you all know the demands, we can change the System together.",SAY.Flowchart:Dialog.266.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,"System is capitalized when it is ""the"" System",My Uncle Bad—Cole taught me that the System is rigged against Asses.,SAY.Flowchart:Dialog.267.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,But I kinda think the System is rigged against everyone!,SAY.Flowchart:Dialog.269.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,Because no one here looks happy.,SAY.Flowchart:Dialog.270.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,Everyone looks tired.,SAY.Flowchart:Dialog.271.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,And a little angry.,SAY.Flowchart:Dialog.272.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,,How am I doing Aunty Sick—Golden—Gods?,SAY.Flowchart:Dialog.275.{$NewName}
{$NewName},E10,E10_ProphetSpeech_localization,"All the Asses sing together. After, jump to line 82.","Cool, I now invite all my Aunties and Uncles and friends to sing TOGETHER!",SAY.Flowchart:Dialog.278.{$NewName}
{$NewName},E10,E10_Epilogue_localization,,Mother—I see a Human coming! Let's go!,SAY.Flowchart:Dialog_TheLongGame.43.{$NewName}
{$NewName},E10,E10_Epilogue_localization,,UGH! This rain is so not good for my metal.,SAY.Flowchart:Dialog_TheLongGame.44.{$NewName}
{$NewName},E10,E10_Epilogue_localization,,The next Farm is a whole day's walk away!,SAY.Flowchart:Dialog_TheLongGame.45.{$NewName}
{$NewName},E10,E10_Epilogue_localization,Final line of asses.masses.,Do you think they'll join us?,SAY.Flowchart:Dialog_TheLongGame.133.{$NewName}
Angry Ass,E4,E4_AstralPlaneMain_localization,Sick talks with a donkey from HAW—Humans Are the Worst (An AntiHuman group of donkeys),UGH! I hate Humans because they never gave us the representation in their media we deserved.,SAY.Dialog:Angry.10.Angry Ass
Angry Ass,E4,E4_AstralPlaneMain_localization,,"Like, we're not all stubborn and stupid, you know?",SAY.Dialog:Angry.18.Angry Ass
Angry Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,Most of us are complex individuals with rich inner lives.,SAY.Dialog:Angry.12.Angry Ass
Anxious Ass,E7,E7_Holding3_localization,Random NPC lines.,What's going to happen to me?!,SAY.Dialog:Anxious_1.2.Anxious Ass
Audience Member David,E5,E5_CircusMain_localization,,I want my money back!,SAY.Dialog:RicoGoodOrPoor.216.Audience Member David
Audience Member David,E5,E5_CircusMain_localization,,Then we're leaving!,SAY.Dialog:RicoGoodOrPoor.221.Audience Member David
Audience Member David,E5,E5_CircusMain_localization,,QUEENIE is a star!,SAY.Dialog:RicoGoodOrPoor.210.Audience Member David
Audience Member Laurel,E5,E5_CircusMain_localization,,That elephant seemed kind of small...,SAY.Dialog:RicoGoodOrPoor.198.Audience Member Laurel
Audience Member Laurel,E5,E5_CircusMain_localization,,You're RIGHT!,SAY.Dialog:RicoGoodOrPoor.192.Audience Member Laurel
Audience Members Patrick & Milton,E5,E5_CircusMain_localization,,We're confused!,SAY.Dialog:RicoGoodOrPoor.226.Audience Members Patrick & Milton
Bad Ass,E1,E1_Farm_localization,Attempting to Boost Bad (male) Morale,Protest? Fuck that.,SAY.Dialog:Bad_Aft.6.Bad Ass
Bad Ass,E1,E1_Farm_localization,,"Don't get me wrong, I support addressing the systemic issues pertaining to the Ass species.",SAY.Dialog:Bad_Aft.8.Bad Ass
Bad Ass,E1,E1_Farm_localization,,But you can't just demand your fucking jobs back.,SAY.Dialog:Bad_Aft.9.Bad Ass
Bad Ass,E1,E1_Farm_localization,,"It's technological PROGRESS, stupid.",SAY.Dialog:Bad_Aft.10.Bad Ass
Bad Ass,E1,E1_Farm_localization,,What's the brilliant plan?,SAY.Dialog:Bad_Aft.11.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Gallop around the Village? Bray loudly? Hope for change?,SAY.Dialog:Bad_Aft.12.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Pathetic.,SAY.Dialog:Bad_Aft.13.Bad Ass
Bad Ass,E1,E1_Farm_localization,,There's no going back to how things used to be.,SAY.Dialog:Bad_Aft.15.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Technologies and Machines are transforming the social order.,SAY.Dialog:Bad_Aft.16.Bad Ass
Bad Ass,E1,E1_Farm_localization,,You need more than political protest—you need philosophical transformation.,SAY.Dialog:Bad_Aft.17.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Your concept of value and self-worth cannot and should not be defined by backward Humans from Bumpkin Village.,SAY.Dialog:Bad_Aft.18.Bad Ass
Bad Ass,E1,E1_Farm_localization,,There's gotta be another way out of this ridiculous situation...,SAY.Dialog:Bad_Aft.36.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Now leave me alone.,SAY.Dialog:Bad_Aft.21.Bad Ass
Bad Ass,E1,E1_Farm_localization,,I said ALONE.,SAY.Dialog:Bad_Aft.23.Bad Ass
Bad Ass,E1,E1_Farm_localization,,... zzz...,SAY.Dialog:Bad_Night.21.Bad Ass
Bad Ass,E1,E1_TheProtest_localization,Attempt to recruit Bad Ass,Fuck no.,SAY.Dialog: BAD_Dawn.4.Bad Ass
Bad Ass,E1,E1_TheProtest_localization,,Get out of my face.,SAY.Dialog: BAD_Dawn.13.Bad Ass
Bad Ass,E2,E2_World_A1_localization,Nice arrives at the Farm (ie. does not burn out from hitting too much fire) and is met by Bad Ass,What the fuck did you all do?,SAY.Dialog:BadAtFarmGate.2.Bad Ass
Bad Ass,E2,E2_World_A1_localization,,"I thought you were trying to get your jobs back, not burn everything to the ground.",SAY.Dialog:BadAtFarmGate.5.Bad Ass
Bad Ass,E2,E2_World_A1_localization,,I'll find Sad Ass and Sturdy Ass and take them to the river.,SAY.Dialog:BadAtFarmGate.4.Bad Ass
Bad Ass,E2,E2_World_A1_localization,End of A1.,You find a way to stop the fire and save the Farm.,SAY.Dialog:BadAtFarmGate.3.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,"If Nice hits too much fire in A1, she blacks out and is awakened by Bad Ass.",Get up!,SAY.Dialog:BadRescue.2.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,I found you passed out on the road and had to drag you back here.,SAY.Dialog:BadRescue.5.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,"I thought you were trying to get your jobs back, not burn everything to the ground.",SAY.Dialog:BadRescue.4.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,I can't keep the fire back any longer.,SAY.Dialog:BadRescue.6.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,The bridge is completely lost.,SAY.Dialog:BadRescue.3.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,I'll find Sad Ass and Sturdy Ass and take them to the river.,SAY.Dialog:BadRescue.9.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,You find a way to stop the fire and save the Farm.,SAY.Dialog:BadRescue.8.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,This is said at the beginning of gameplay of DonkeyBas.,You have to avoid 5 Herds of donkeys to win.,SAY.Dialog:Don't hit the donkeys.3.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,This dialogue is said if the Player is doing well.,You're pretty good with the controls for a first timer.,SAY.Dialog:Commentary.1.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,"Player WINS DonkeyBas. 
Fade out of DonkeyBas and back into Bad Cave.","All right, it's my turn now.",SAY.Dialog:Ten Donkeys.1.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,This dialogue is said if the Player is doing poorly.,"I said, DON'T hit the donkeys.",SAY.Dialog:Don't hit the donkeys.1.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,Player LOSES DonkeyBas.,Are you going to quit?,SAY.Dialog:Give up.1.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"Leave me alone, kid. I don't want to have to deal with your Mother.",SAY.Dialog:PreDonkeyBas.123.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,...,SAY.Dialog:PreDonkeyBas.20.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,...these Machines are called Computers.,SAY.Dialog:PreDonkeyBas.85.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,I took them from the rubble of the Humans' houses.,SAY.Dialog:PreDonkeyBas.31.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"Most are broken, but I rebuilt this one. I'm using the rest for spare parts.",SAY.Dialog:PreDonkeyBas.86.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,Don't give me that anti-Machine Comrade Mother-bullshit.,SAY.Dialog:PreDonkeyBas.88.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,Machines aren't evil if you know how to use them.,SAY.Dialog:PreDonkeyBas.42.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"They can be used for a lot of things: power, pleasure, surveillance, control.",SAY.Dialog:PreDonkeyBas.58.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,They're logical and they don't get emotional. They can solve anything.,SAY.Dialog:PreDonkeyBas.140.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"But right now, I'm playing games—so leave me alone.",SAY.Dialog:PreDonkeyBas.59.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,No.,SAY.Dialog:PreDonkeyBas.62.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,This is a one player game.,SAY.Dialog:PreDonkeyBas.137.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,But...,SAY.Dialog:PreDonkeyBas.94.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,I suppose everyone should have a chance to play.,SAY.Dialog:PreDonkeyBas.141.Bad Ass
Bad Ass,E3,E3_BadCave_localization,A screen wipe (transition) happens and we find ourselves playing DonkeyBas.,Just don't hit the donkeys.,SAY.Dialog:PreDonkeyBas.95.Bad Ass
Bad Ass,E3,E3_BadCave_localization,"This dialogue happens if the Player won DonkeyBas.
If the Player loses, pass over this and jump to line 37.",You're better than expected.,SAY.Dialog:PostDonkeyBas.7.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,This game is actually really old.,SAY.Dialog:PostDonkeyBas.23.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,There are even better ones out there now.,SAY.Dialog:PostDonkeyBas.24.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,None. Break time is over. I have to get back to my project.,SAY.Dialog:PostDonkeyBas.26.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,Because they are intellectually compromised by their commitment to past ideals.,SAY.Dialog:PostDonkeyBas.37.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,I don't like Asses.,SAY.Dialog:PostDonkeyBas.90.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,For now.,SAY.Dialog:PostDonkeyBas.91.Bad Ass
Bad Ass,E3,E3_BadCave_localization,End of Episode,... I suppose I could use an Assistant.,SAY.Dialog:PostDonkeyBas.35.Bad Ass
Bad Ass,E6,E6_BadCave_localization,The Foal enters the Bad Cave and sees Bad Ass.,"Took you long enough, kid.",SAY.Dialog:PreComputer.2.Bad Ass
Bad Ass,E6,E6_BadCave_localization,,I knew she'd bring up those terrible amateur productions they used to subject us to.,SAY.Dialog:PreComputer.9.Bad Ass
Bad Ass,E6,E6_BadCave_localization,,Was everything where I said it would be?,SAY.Dialog:PreComputer.8.Bad Ass
