speaker,episode,sheet,context,english,dutch,utterer_key
{$NewName},E6,E6_BadCave_localization,,Yessir! I had to crawl through the broken doorway and climb through the rubble—,Jawel! Ik moest door de kapotte deuropening kruipen en over het puin klauteren—,SAY.Dialog:PreComputer.10.{$NewName}
{$NewName},E6,E6_BadCave_localization,Dialogue 1.1. The Foal went into the Theatre and has the Light.,You bet!,Reken maar!,SAY.Dialog:PreComputer.14.{$NewName}
{$NewName},E6,E6_BadCave_localization,Dialogue 1.2. The Foal didn't go into the Theatre and doesn't have the Light.,OF COURSE I DO...,NATUURLIJK WEL...,SAY.Dialog:PreComputer.23.{$NewName}
{$NewName},E6,E6_BadCave_localization,The Foal screws the Light into the Machine.,Phew! It works!,Pfoe! Het werkt!,SAY.Dialog:Dongle.32.{$NewName}
{$NewName},E6,E6_BadCave_localization,,Why does the Mystery-Machine need this super important light from the Theatre??,Waarom heeft de Mysterie-Machine dit superbelangrijke licht van het Theater nodig??,SAY.Dialog:Dongle.18.{$NewName}
{$NewName},E6,E6_BadCave_localization,,Hey Uncle Bad Ass...,Hé Oom Stoere...,SAY.Dialog:Dongle.72.{$NewName}
{$NewName},E6,E6_BadCave_localization,,Are you going to tell me what the Mystery-Machine is for?,Ga je me vertellen waar de Mysterie-Machine voor is?,SAY.Dialog:Dongle.112.{$NewName}
{$NewName},E6,E6_BadCave_localization,,...I feel weird lying to Comrade Mother.,...ik vind het raar om tegen Kameraad Moeder te liegen.,SAY.Dialog:Dongle.97.{$NewName}
{$NewName},E6,E6_BadCave_localization,,She still thinks we are playing 'Rocks' down here everyday...,Ze denkt nog steeds dat we hier elke dag 'Stenen-spel' aan het spelen zijn...,SAY.Dialog:Dongle.114.{$NewName}
{$NewName},E6,E6_BadCave_localization,,Hey Uncle Bad Ass...,Hé Oom Stoere...,SAY.Dialog:Dongle.39.{$NewName}
{$NewName},E6,E6_BadCave_localization,,...what were your parents like?,...hoe waren jouw ouders?,SAY.Dialog:Dongle.100.{$NewName}
{$NewName},E6,E6_BadCave_localization,,...woah.,...woah.,SAY.Dialog:Dongle.42.{$NewName}
{$NewName},E6,E6_BadCave_localization,,...your Mother abandoned you?,...je Moeder heeft je in de steek gelaten?,SAY.Dialog:Dongle.75.{$NewName}
{$NewName},E6,E6_BadCave_localization,,Where would you go?,Waar zou je naartoe gaan?,SAY.Dialog:Dongle.118.{$NewName}
{$NewName},E6,E6_BadCave_localization,,What's wrong with here?,Wat is er mis met hier?,SAY.Dialog:Dongle.126.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Hey! What's that?,Hé! Wat is dat?,SAY.Dialog:Arrival.19.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Aunty Sick?!,Tante Snot?!,SAY.Dialog:Meeting.66.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Coooool!,Coooool!,SAY.Dialog:Meeting.195.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,My name is {$NewName} and I used to be a Foal!,"""Mijn naam is {$NewName} en ik was vroeger een -tje!""",SAY.Dialog:Meeting.200.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,This is my Uncle. He's a Machine too!,Dit is mijn nonkel. Hij is ook een Machine!,SAY.Dialog:Meeting.199.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,But he used to be a Human.,Maar hij was vroeger een Mens.,SAY.Dialog:Meeting.198.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,But also an Ass.,Maar ook een Ezel.,SAY.Dialog:Meeting.197.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"And that's my Mother, she's just an Ass.","En dat is mijn Moeder, zij is gewoon een Ezel.",SAY.Dialog:Meeting.196.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Jump to either line 23 or 32.,What's a Prophet?,Wat is een Profeet?,SAY.Dialog:Meeting.205.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,That sounds FUN! Doesn't it Uncle Bad—Cole?,"Da klinkt LEUK! Toch, Nonkel Stou—Piet?",SAY.Dialog:Meeting.464.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Jump to either line 28 or 30.,What's the message?,Wat is de boodschap?,SAY.Dialog:Meeting.468.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Allies! Allies are like friends, right Uncle Bad—Cole?","Bondgenoten! Bondgenoten zijn zoiets als vrienden, toch Oom Stoere—Piet?",SAY.Dialog:Meeting.478.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Jump to either line 37 or 39.,What are we going to do with all those friends?,Wat gaan we doen met al die vrienden?,SAY.Dialog:Meeting.482.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Uncle Bad—Cole, wait!","Nonkel Stoere—Piet, wacht!",SAY.Dialog:Meeting.556.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,You said we are going to transform the world into a better place for everyone!,Ge hebt gezegd dat we de wereld gaan veranderen in een betere plek voor iedereen!,SAY.Dialog:Meeting.557.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Doesn't that include Asses?,"""Geldt dat niet ook voor Ezels?""",SAY.Dialog:Meeting.558.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,What about Comrade Mother?,En wat met Kameraad Moeder?,SAY.Dialog:Meeting.559.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Wait!,Wacht!,SAY.Dialog:Meeting.505.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Aunty Sick—Golden—Gods, can I fly on the Winds of Revolution, too?","Tante Snot—Gouden—Goden, mag ik ook op de Winden van de Revolutie meevliegen?",SAY.Dialog:Meeting.508.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,But I'm his Assistant—,Maar ik ben zijn Assistent—,SAY.Dialog:Meeting.511.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Okay but—,Oké maar—,SAY.Dialog:Meeting.729.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Comrade Mother.,Kameraad Moeder.,SAY.Dialog:Meeting.529.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Where's the rest of the Herd?,Waar is de rest van de Kudde?,SAY.Dialog:Meeting.530.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,...,...,SAY.Dialog:Meeting.535.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Mother, if Uncle Hard and the others are gone, I don't think it's safe for us here anymore.","Moeder, als Oom Bikkehard en de anderen weg zijn, denk ik niet dat het hier nog veilig is voor ons.",SAY.Dialog:Meeting.536.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,End of Cole's track,Will you come with me to Mecha City?,Wilt ge met mij meekomen naar Mechalen?,SAY.Dialog:Meeting.539.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,WAHOO! Really?! Oh wow! That's so exciting!,WAHOE! Echt waar?! Oh wauw! Dat is zó spannend!,SAY.Dialog:Meeting.279.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Okay!,Oké!,SAY.Dialog:Meeting.667.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Wait... Aunty Sick—Golden—Gods, is this a short trip... or a long trip?","""Wacht... Tante Snot—Gouden—Goden, is dit een kort ritje... of een lang ritje?""",SAY.Dialog:Meeting.669.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Oh.,Oh.,SAY.Dialog:Meeting.629.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Needs 3 lines after this: Can we go to Mecha City? // If you wish // Wahoo let's go,Um.,Um.,SAY.Dialog:Meeting.630.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Different in Miro,Comrade Mother... ?,Kameraad Moeder... ?,SAY.Dialog:Meeting.631.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Aunty Sick—Golden—Gods, can Comrade Mother come with us?","Tante Snot—Gouden—Goden, mag Kameraad Moeder met ons meekomen?",SAY.Dialog:Meeting.635.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,Yes...?,Ja...?,SAY.Dialog:Meeting.711.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"But Uncle Bad—Cole, we're supposed to go to the big city together!","Maar Nonkel Piet, we zouden toch samen naar de grote stad gaan!",SAY.Dialog:Meeting.712.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"Comrade Mother, I'm not giving up on you.","Kameraad Moeder, ik geef u niet op.",SAY.Dialog:Meeting.598.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,"So, don't give up on me either.",Dus geef mij ook niet op.,SAY.Dialog:Meeting.599.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,,See you soon Uncle Bad—Cole!,Tot snel Oom Stoer—Piet!,SAY.Dialog:Meeting.601.{$NewName}
{$NewName},E9,E9_GoldenAss_localization,Foal flies off on the Golden Ass,See you soon... Mother. I love you.,Tot snel... Moeder. Ik hou van u.,SAY.Dialog:Meeting.602.{$NewName}
Angry Ass,E4,E4_AstralPlaneMain_localization,Sick talks with a donkey from HAW—Humans Are the Worst (An AntiHuman group of donkeys),UGH! I hate Humans because they never gave us the representation in their media we deserved.,UGH! Ik haat Mensen omdat ze ons nooit de representatie in de media geven die we verdienden.,SAY.Dialog:Angry.10.Angry Ass
Angry Ass,E4,E4_AstralPlaneMain_localization,,"Like, we're not all stubborn and stupid, you know?","Komaan! We zijn niet allemaal oliedom, weet je?",SAY.Dialog:Angry.18.Angry Ass
Angry Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,Most of us are complex individuals with rich inner lives.,De meeste van ons zijn hele mensen met rijke innerlijke belevenissen.,SAY.Dialog:Angry.12.Angry Ass
Audience Member David,E5,E5_CircusMain_localization,,I want my money back!,Ik wil mijn geld terug!,SAY.Dialog:RicoGoodOrPoor.216.Audience Member David
Audience Member David,E5,E5_CircusMain_localization,,Then we're leaving!,Dan zijn we weg!,SAY.Dialog:RicoGoodOrPoor.221.Audience Member David
Audience Member David,E5,E5_CircusMain_localization,,QUEENIE is a star!,GUUSTA is een DIVA!,SAY.Dialog:RicoGoodOrPoor.210.Audience Member David
Audience Member Laurel,E5,E5_CircusMain_localization,,That elephant seemed kind of small...,Die olifant zag er maar klein uit...,SAY.Dialog:RicoGoodOrPoor.198.Audience Member Laurel
Audience Member Laurel,E5,E5_CircusMain_localization,,You're RIGHT!,JUIST!,SAY.Dialog:RicoGoodOrPoor.192.Audience Member Laurel
Audience Members Patrick & Milton,E5,E5_CircusMain_localization,,We're confused!,We begrijpen het niet!,SAY.Dialog:RicoGoodOrPoor.226.Audience Members Patrick & Milton
Bad Ass,E1,E1_Farm_localization,Attempting to Boost Bad (male) Morale,Protest? Fuck that.,Een protest? Over mijn lijk.,SAY.Dialog:Bad_Aft.6.Bad Ass
Bad Ass,E1,E1_Farm_localization,,"Don't get me wrong, I support addressing the systemic issues pertaining to the Ass species.","Versta me niet verkeerd. Ik vind dat we over de problemen die ons, de soort der Ezels, benadelen, moeten spreken.",SAY.Dialog:Bad_Aft.8.Bad Ass
Bad Ass,E1,E1_Farm_localization,,But you can't just demand your fucking jobs back.,Maar je kan toch verdomme toch niet zomaar jullie jobs terug eisen.,SAY.Dialog:Bad_Aft.9.Bad Ass
Bad Ass,E1,E1_Farm_localization,,"It's technological PROGRESS, stupid.","Het is technologische VOORUITGANG, domkop.",SAY.Dialog:Bad_Aft.10.Bad Ass
Bad Ass,E1,E1_Farm_localization,,What's the brilliant plan?,Wat is het geniale plan hier?,SAY.Dialog:Bad_Aft.11.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Gallop around the Village? Bray loudly? Hope for change?,Beetje rond het dorp galloperen? Luid balken? Hopen voor verandering?,SAY.Dialog:Bad_Aft.12.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Pathetic.,Zielig.,SAY.Dialog:Bad_Aft.13.Bad Ass
Bad Ass,E1,E1_Farm_localization,,There's no going back to how things used to be.,We kunnen niet terug naar hoe het vroeger was.,SAY.Dialog:Bad_Aft.15.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Technologies and Machines are transforming the social order.,Technologie en Machines hebben onherroepelijk de sociale orde herschikt.,SAY.Dialog:Bad_Aft.16.Bad Ass
Bad Ass,E1,E1_Farm_localization,,You need more than political protest—you need philosophical transformation.,Er is meer nodig dan een politiek protest. De filosofie moet verder transformeren.,SAY.Dialog:Bad_Aft.17.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Your concept of value and self-worth cannot and should not be defined by backward Humans from Bumpkin Village.,"Jullie idee van richting en eigenwaarde zou niet, en moet niet, worden bepaald door de averechtse Mensen van Klotegem.",SAY.Dialog:Bad_Aft.18.Bad Ass
Bad Ass,E1,E1_Farm_localization,,There's gotta be another way out of this ridiculous situation...,Er moet een andere manier bestaan om uit deze belachelijke situatie te geraken...,SAY.Dialog:Bad_Aft.36.Bad Ass
Bad Ass,E1,E1_Farm_localization,,Now leave me alone.,D'er uit nu. Laat me gerust.,SAY.Dialog:Bad_Aft.21.Bad Ass
Bad Ass,E1,E1_Farm_localization,,I said ALONE.,"Kom jong, WEG!",SAY.Dialog:Bad_Aft.23.Bad Ass
Bad Ass,E1,E1_Farm_localization,,... zzz...,...zzz...,SAY.Dialog:Bad_Night.21.Bad Ass
Bad Ass,E1,E1_TheProtest_localization,Attempt to recruit Bad Ass,Fuck no.,"Kust mijn kloten, neen.",SAY.Dialog: BAD_Dawn.4.Bad Ass
Bad Ass,E1,E1_TheProtest_localization,,Get out of my face.,Maak dat je weg bent.,SAY.Dialog: BAD_Dawn.13.Bad Ass
Bad Ass,E2,E2_World_A1_localization,Nice arrives at the Farm (ie. does not burn out from hitting too much fire) and is met by Bad Ass,What the fuck did you all do?,Wat hebben jullie hier godverdomme liggen doen?,SAY.Dialog:BadAtFarmGate.2.Bad Ass
Bad Ass,E2,E2_World_A1_localization,,"I thought you were trying to get your jobs back, not burn everything to the ground.",Ik dacht dat jullie jullie jobs terug wouden pakken in plaats van alles plat te branden.,SAY.Dialog:BadAtFarmGate.5.Bad Ass
Bad Ass,E2,E2_World_A1_localization,,I'll find Sad Ass and Sturdy Ass and take them to the river.,Ik zal Triestigaard en Stoere naar de rivier brengen.,SAY.Dialog:BadAtFarmGate.4.Bad Ass
Bad Ass,E2,E2_World_A1_localization,End of A1.,You find a way to stop the fire and save the Farm.,Zoek een manier om het vuur te blussen en de Boerderij te redden.,SAY.Dialog:BadAtFarmGate.3.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,"If Nice hits too much fire in A1, she blacks out and is awakened by Bad Ass.",Get up!,Opstaan!,SAY.Dialog:BadRescue.2.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,I found you passed out on the road and had to drag you back here.,Ik vond u buitenwesten naast de weg en moest u naar hier sleuren.,SAY.Dialog:BadRescue.5.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,"I thought you were trying to get your jobs back, not burn everything to the ground.","Ik dacht dat jullie probeerden jullie jobs terug te pakken, niet de boel platbranden.",SAY.Dialog:BadRescue.4.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,I can't keep the fire back any longer.,Ik kon het vuur niet langer tegenhouden.,SAY.Dialog:BadRescue.6.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,The bridge is completely lost.,De brug is compleet verloren.,SAY.Dialog:BadRescue.3.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,I'll find Sad Ass and Sturdy Ass and take them to the river.,Ik zoek Triestigaard en Stoere Ezel en breng ze naar de rivier.,SAY.Dialog:BadRescue.9.Bad Ass
Bad Ass,E2,E2_BadAssRescue_localization,,You find a way to stop the fire and save the Farm.,Zoek een manier om dat vuur te blussen en de Boerderij te redden.,SAY.Dialog:BadRescue.8.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,This is said at the beginning of gameplay of DonkeyBas.,You have to avoid 5 Herds of donkeys to win.,Ge moet 5 Kuddes ezels ontwijken om te winnen.,SAY.Dialog:Don't hit the donkeys.3.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,This dialogue is said if the Player is doing well.,You're pretty good with the controls for a first timer.,Ge zijt redelijk goed met de besturing voor den eerste keer.,SAY.Dialog:Commentary.1.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,"Player WINS DonkeyBas. 
Fade out of DonkeyBas and back into Bad Cave.","All right, it's my turn now.","Goed, 't is nu mijn beurt.",SAY.Dialog:Ten Donkeys.1.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,This dialogue is said if the Player is doing poorly.,"I said, DON'T hit the donkeys.",'k Zei van de Ezels niet te overrijden!,SAY.Dialog:Don't hit the donkeys.1.Bad Ass
Bad Ass,E3,E3_DonkeyBas_localization,Player LOSES DonkeyBas.,Are you going to quit?,Gaat ge stoppen?,SAY.Dialog:Give up.1.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"Leave me alone, kid. I don't want to have to deal with your Mother.","Laat mij gerust, kind. 'k Wil geen gedoe met uw Moeder.",SAY.Dialog:PreDonkeyBas.123.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,...,...,SAY.Dialog:PreDonkeyBas.20.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,...these Machines are called Computers.,...deze Machines heten Computers.,SAY.Dialog:PreDonkeyBas.85.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,I took them from the rubble of the Humans' houses.,'k Heb ze uit het puin van de Mensen hun huizen gehaald.,SAY.Dialog:PreDonkeyBas.31.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"Most are broken, but I rebuilt this one. I'm using the rest for spare parts.","De meeste zijn kapot, maar deze heb ik herbouwd. De rest gebruik ik voor reserveonderdelen.",SAY.Dialog:PreDonkeyBas.86.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,Don't give me that anti-Machine Comrade Mother-bullshit.,Kom mij nie af met die anti-Machine Kameraad Moeder-zever.,SAY.Dialog:PreDonkeyBas.88.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,Machines aren't evil if you know how to use them.,Machines zijn nie slecht als ge weet hoe ze te gebruiken.,SAY.Dialog:PreDonkeyBas.42.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"They can be used for a lot of things: power, pleasure, surveillance, control.","Ze kunnen voor veel dingen gebruikt worden: macht, plezier, surveillance, controle.",SAY.Dialog:PreDonkeyBas.58.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,They're logical and they don't get emotional. They can solve anything.,Ze zijn logisch en worden nie emotioneel. Ze kunnen alles oplossen.,SAY.Dialog:PreDonkeyBas.140.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,"But right now, I'm playing games—so leave me alone.",Maar nu ben ik aan 't gamen—dus laat mij gerust.,SAY.Dialog:PreDonkeyBas.59.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,No.,Nee.,SAY.Dialog:PreDonkeyBas.62.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,This is a one player game.,Dit is een single player spel.,SAY.Dialog:PreDonkeyBas.137.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,But...,Maar...,SAY.Dialog:PreDonkeyBas.94.Bad Ass
Bad Ass,E3,E3_BadCave_localization,,I suppose everyone should have a chance to play.,'k Veronderstel dat iedereen een kans moet krijgen om te spelen.,SAY.Dialog:PreDonkeyBas.141.Bad Ass
Bad Ass,E3,E3_BadCave_localization,A screen wipe (transition) happens and we find ourselves playing DonkeyBas.,Just don't hit the donkeys.,Sla gewoon nie op de ezels.,SAY.Dialog:PreDonkeyBas.95.Bad Ass
Bad Ass,E3,E3_BadCave_localization,"This dialogue happens if the Player won DonkeyBas.
If the Player loses, pass over this and jump to line 37.",You're better than expected.,Ge zijt beter dan verwacht.,SAY.Dialog:PostDonkeyBas.7.Bad Ass
